用户ID,年龄,性别,所在城市,职业,教育程度,婚姻状况,月工资收入,经营性收入,被动收入,月总流入,月总流出,储蓄率,活期存款,理财产品,股票基金,房产估值,总资产,净资产,信用卡欠款,房贷余额,其他贷款,总负债,负债率,养老金账户余额,缴纳年限,住房公积金余额,商业保险年缴,保险保额,风险偏好,计划退休年龄,目标养老金,期望收益率下限,期望收益率上限,期望退休后的月开销,健康状况,平台月访问次数,策略采纳率,交互问答次数,个性化设置次数,反馈积极度,信任评分,住房固定支出消费,家庭公共事业消费,家居家装消费,日用杂货消费,家庭服务消费,餐饮食品消费,日常通勤消费,私家车消费消费,长途差旅消费,服饰鞋履消费,美妆护肤消费,文娱消费,运动健身消费,兴趣爱好消费,教育培训消费,书籍文具消费,求医问药消费,保健养生消费,电子设备与通信消费,礼品礼金消费,公益慈善消费,意外杂项消费,保险消费,投资理财消费,贷款利息消费
U000046,48,女,长沙,科研人员,硕士,丧偶,18731.64,9292.46,6953.89,34977.99,32035.22,0.08,632968.19,214541.83,388095.2,1373038.73,2608643.95,2460197.95,42842.62,65709.41,39893.97,148446.0,0.06,8381.19,9,77307.54,34025.82,1086061.4,平衡,63,664793.47,0.042,0.077,9442,良,27,0.72,20,10,0.49,81.96,333.75,4304.65,548.27,2338.06,272.11,249.57,32.94,1098.19,478.7,2080.32,667.45,3590.61,213.69,2113.59,1560.73,1534.61,1939.94,1490.56,1024.77,146.51,34.43,2641.23,998.44,1658.09,684.01
U000047,43,男,广州,公务员,硕士,离异,14570.82,18486.21,5192.76,38249.79,38271.75,-0.0,530769.37,248620.07,301226.65,2467023.84,3547639.9299999997,2975624.49,74184.52,481817.14,16013.78,572015.4400000001,0.16,132183.84,9,66887.36,23611.11,333289.54,激进,69,2081961.43,0.012,0.112,7868,良,11,0.59,13,8,0.75,81.45,1288.51,126.4,1661.33,596.82,3042.46,707.78,1156.89,22.26,143.25,949.31,1245.34,1745.4,656.82,2261.66,3746.61,2882.74,77.0,1247.42,211.15,527.86,8223.13,292.81,1316.04,1833.78,2308.98
U000048,58,女,苏州,自由职业,大专,离异,25002.82,13561.78,4381.73,42946.33,28478.36,0.34,207675.93,2516135.22,181075.29,2848401.34,5753287.78,5427770.06,5375.96,230157.25,89984.51,325517.72,0.06,74192.9,28,114462.67,21464.67,1058919.76,积极,69,1914734.49,0.024,0.118,10609,良,0,0.69,15,12,0.94,37.65,15.06,606.21,1118.54,141.07,662.26,51.8,125.53,775.71,218.41,1285.82,1793.83,2473.23,342.57,281.17,169.42,1551.98,1880.25,49.23,4221.59,81.87,1195.45,1893.82,3140.98,1920.55,2482.03
U000049,19,男,广州,学生,本科,丧偶,1348.02,2225.56,175.58,3749.16,3527.83,0.06,414305.4,623196.16,173712.65,32469.54,1243683.75,847433.92,47711.08,178266.34,170272.41,396249.82999999996,0.32,0.0,0,0.0,13075.02,242724.91,积极,61,4064295.53,0.022,0.09,6535,差,11,0.54,23,14,0.86,65.86,250.72,88.3,189.25,67.03,114.85,83.21,146.43,9.48,6.93,31.6,19.35,228.68,27.55,414.61,45.74,22.38,173.59,119.68,76.77,90.23,141.4,28.87,624.42,409.77,116.98
U000050,55,女,杭州,教师,本科,未婚,17394.29,2506.54,3170.28,23071.11,14698.2,0.36,395958.22,1940100.04,64167.31,2487161.18,4887386.75,3763942.88,88208.55,881678.99,153556.33,1123443.87,0.23,25806.59,32,136606.84,2022.57,248322.24,激进,62,1868560.44,0.018,0.116,7859,良,7,0.38,16,9,0.89,46.29,621.57,40.85,16.97,162.45,338.58,1105.06,708.11,740.08,302.15,231.45,252.78,2395.48,22.32,1099.94,471.21,314.75,704.31,363.53,1126.8,1259.12,298.59,176.69,489.2,1327.23,128.96
U000051,45,男,苏州,医生,硕士,丧偶,21429.62,3424.01,6244.79,31098.42,32684.45,-0.05,253214.69,3002771.61,20597.15,2591343.57,5867927.02,4279531.07,11371.2,1422820.28,154204.47,1588395.95,0.27,52931.18,6,115043.85,13955.66,1277982.38,积极,70,4500485.97,0.037,0.099,11982,良,9,0.49,12,9,0.62,74.76,169.11,1508.3,2873.84,237.44,325.13,4260.77,239.33,2309.85,812.58,340.46,2452.77,706.5,867.01,533.58,1077.51,214.06,594.69,4180.43,357.95,1281.83,471.52,1780.1,168.15,4196.56,724.98
U000052,28,女,宁波,公务员,本科,丧偶,17740.27,17229.7,638.63,35608.6,38956.22,-0.09,200314.93,956919.86,380332.5,257490.07,1795057.36,1710949.91,11255.5,48347.57,24504.38,84107.45,0.05,89919.2,1,14521.75,8242.02,768299.67,保守,68,1617216.26,0.053,0.07,8184,优,10,0.85,20,6,0.83,62.39,146.33,356.62,1406.06,787.83,3384.16,1080.53,548.18,1840.44,2351.73,350.36,351.69,71.62,2555.9,2089.57,1233.84,3563.55,3140.31,1687.53,3885.63,441.8,227.53,602.62,112.68,1452.1,5287.62
U000053,64,女,青岛,退休人员,博士,离异,361.09,11666.88,486.58,12514.55,9269.25,0.26,561667.64,3539968.52,336260.3,857245.14,5295141.6,5105653.4,1455.58,161245.63,26786.99,189488.19999999998,0.04,52894.58,23,114578.51,14344.74,801163.24,稳健,69,2131356.99,0.024,0.083,8834,良,14,0.71,8,3,0.39,36.28,230.96,13.86,52.4,1408.08,1095.13,1.62,989.67,332.61,660.62,197.92,236.54,219.0,358.71,49.09,9.93,120.12,398.04,73.58,365.21,1143.38,32.18,364.38,191.41,661.18,63.63
U000054,42,男,大连,市场营销,硕士,离异,16157.85,805.1,389.14,17352.09,16602.41,0.04,578855.42,1609931.4,74470.33,2679395.08,4942652.23,3463162.47,18730.65,1397053.1,63706.01,1479489.76,0.3,78590.92,19,110897.9,9755.04,672746.9,激进,70,3689329.13,0.025,0.109,11634,良,11,0.36,3,13,0.71,81.79,817.21,1298.57,515.96,308.56,431.72,911.89,379.41,13.85,1199.6,524.94,506.51,109.03,482.7,224.69,472.74,50.59,481.33,3339.84,22.18,1696.4,234.46,918.26,684.43,375.67,601.9
U000055,55,女,郑州,金融分析师,硕士,离异,18267.53,3410.24,6290.25,27968.019999999997,25447.2,0.09,714992.06,554158.91,340363.45,94711.54,1704225.9600000002,1383882.38,151712.83,164843.28,3787.47,320343.57999999996,0.19,62738.5,9,61944.02,7442.05,1003639.01,稳健,69,4642344.27,0.054,0.104,8917,差,1,0.66,16,6,0.69,94.88,1417.81,2123.33,1849.42,2057.81,736.28,2192.04,164.86,1012.24,7.43,505.17,587.56,649.39,1530.55,633.26,766.53,349.13,601.43,331.89,97.85,1190.68,1420.21,1243.83,801.56,614.92,2561.97
U000056,61,女,杭州,退休人员,本科,未婚,1013.8,17353.09,6807.46,25174.35,25220.33,-0.0,240569.59,1960929.41,478668.7,837019.19,3517186.89,1857164.65,51341.86,1412228.32,196452.06,1660022.2400000002,0.47,154234.85,13,103535.99,18728.82,959606.85,平衡,70,4701651.69,0.05,0.076,10315,优,3,0.56,17,12,0.93,55.64,718.18,28.6,459.53,526.62,560.21,955.49,839.68,1030.72,1593.75,1845.75,1394.06,3426.9,20.26,239.87,8.36,1147.84,2513.46,307.19,2881.92,68.43,2999.67,477.0,117.73,732.41,326.7
U000057,33,女,宁波,科研人员,大专,离异,11634.23,5128.88,4790.79,21553.9,15110.02,0.3,339304.09,2472513.42,348085.65,411818.86,3571722.0199999996,2571566.12,71418.54,880245.75,48491.61,1000155.9,0.28,133966.79,8,33850.75,6961.81,200395.92,平衡,65,3728111.25,0.015,0.106,12657,一般,0,0.87,10,13,0.76,87.24,480.66,231.4,584.75,781.33,197.5,331.11,80.64,124.0,709.13,124.22,462.1,766.0,70.13,519.77,183.94,2044.28,409.97,1017.44,495.74,27.54,622.19,1876.35,571.01,1061.15,1337.65
U000058,37,女,杭州,科研人员,博士,丧偶,12089.23,11482.67,5351.52,28923.420000000002,27811.57,0.04,627568.48,2602704.72,87532.39,2646734.92,5964540.51,4363856.13,21797.8,1379452.22,199434.36,1600684.38,0.27,79398.91,15,27946.74,23294.0,1744581.37,平衡,64,4445344.26,0.01,0.094,8115,良,3,0.84,21,9,0.62,71.69,316.19,1252.64,702.36,2430.27,3055.32,578.55,358.66,2012.08,426.31,2294.56,731.31,1461.13,133.22,1297.31,797.47,1172.02,244.05,1771.41,2635.37,324.12,133.49,31.74,1362.79,1239.45,1049.74
U000059,51,女,合肥,医生,博士,未婚,16527.52,14622.38,6482.85,37632.75,36101.06,0.04,11408.2,1196748.24,147512.13,2023203.42,3378871.9899999998,2305334.56,29360.52,916431.75,127745.16,1073537.43,0.32,81098.07,13,77292.1,3061.84,1338511.71,平衡,58,4917583.37,0.034,0.116,10866,一般,0,0.31,7,14,0.83,92.01,1050.04,6735.94,224.31,1816.46,792.16,854.72,1933.44,1802.93,7247.05,210.13,168.11,1970.39,1320.64,489.97,126.54,136.93,3434.56,325.75,597.32,393.03,670.51,110.02,1119.33,107.05,2463.74
U000060,36,男,郑州,科研人员,硕士,离异,11090.59,2364.5,3068.06,16523.15,13263.27,0.2,331663.51,2506331.44,351778.52,932933.85,4122707.3200000003,2675179.5,14324.72,1374195.58,59007.52,1447527.82,0.35,122925.09,3,143604.08,14728.0,909957.35,保守,66,2371305.27,0.037,0.088,8164,优,17,0.74,13,7,0.78,68.73,378.43,1033.57,512.83,371.02,191.06,197.35,539.52,2504.6,528.37,397.63,639.24,305.0,30.23,402.63,1540.53,93.93,570.75,109.31,374.02,49.55,291.67,687.74,208.11,532.82,773.35
U000061,21,男,广州,学生,硕士,未婚,224.78,1640.59,1040.68,2906.05,1912.53,0.34,104754.76,1195452.74,45470.82,255187.68,1600866.0,1333130.3,74399.67,90686.46,102649.57,267735.7,0.17,0.0,0,0.0,17693.79,616339.13,平衡,55,2281769.19,0.051,0.105,17285,差,18,0.16,27,11,0.79,65.18,206.68,61.31,145.72,58.12,77.16,7.37,111.15,10.79,138.12,120.3,97.41,2.91,28.52,24.11,35.26,7.24,218.26,63.73,28.79,39.94,46.81,72.47,57.25,198.85,54.26
U000062,28,女,西安,科研人员,大专,丧偶,12650.77,19566.67,1291.76,33509.2,27148.52,0.19,575856.83,917951.09,434810.14,453383.66,2382001.72,2073278.71,39818.43,136546.07,132358.51,308723.01,0.13,107860.05,5,129042.99,3369.18,1985693.55,平衡,67,2879791.43,0.046,0.073,17241,良,0,0.7,19,14,0.77,65.39,1648.27,202.15,2306.26,106.95,1470.25,414.12,1818.45,1750.9,1417.33,1349.27,314.14,72.95,445.9,164.76,1026.38,367.23,3210.33,885.53,1494.41,122.9,1712.2,2213.76,577.13,805.74,1251.21
U000063,27,男,重庆,程序员,本科,离异,13431.06,16189.56,838.48,30459.1,29942.11,0.02,503741.27,36767.62,103040.81,50448.36,693998.0599999999,430291.9,3491.93,119556.98,140657.25,263706.16,0.38,9735.26,5,6635.51,12334.86,1079519.62,保守,56,1130610.09,0.06,0.074,9450,良,29,0.69,20,10,0.47,86.96,206.99,599.19,92.35,34.2,189.93,4316.04,1043.01,4415.74,740.94,488.76,922.74,757.21,146.06,1339.23,318.34,1264.1,1373.82,215.68,82.81,1984.88,805.43,78.38,6895.21,77.84,1553.22
U000064,42,女,天津,市场营销,高中,已婚,12464.49,9912.42,9722.9,32099.809999999998,34372.26,-0.07,483366.62,2435994.25,159367.23,1248973.9,4327702.0,3592133.34,19995.16,564690.28,150883.22,735568.66,0.17,94703.76,7,45110.46,23067.0,1611552.32,保守,56,3030736.77,0.058,0.093,16436,一般,4,0.41,8,6,0.53,35.14,414.68,232.77,196.31,548.19,161.59,1787.28,97.57,1080.35,8666.36,2551.34,1448.85,554.68,1483.44,1135.84,842.34,212.5,3302.28,906.32,328.34,695.52,811.07,2666.22,2006.69,2224.9,16.83
U000065,35,女,厦门,制造业工人,本科,离异,13270.47,790.95,727.84,14789.26,14823.65,-0.0,381929.4,1846488.94,108508.26,626667.27,2963593.8699999996,2218169.06,108843.94,454782.04,181798.83,745424.8099999999,0.25,42361.55,3,144311.63,3578.14,1999144.01,激进,70,4614985.84,0.045,0.102,5483,差,12,0.83,35,10,0.84,54.74,200.84,953.49,98.44,511.6,161.77,8.14,184.26,2486.28,1079.54,2141.75,446.69,77.59,530.03,404.42,1241.78,68.91,447.2,108.53,262.06,892.49,431.44,314.7,334.89,410.65,1026.16
U000066,43,男,福州,公务员,硕士,已婚,8826.87,18286.61,3707.05,30820.530000000002,24871.09,0.19,410643.05,697013.41,72961.36,782322.33,1962940.15,883583.03,127127.12,868714.39,83515.61,1079357.12,0.55,30482.28,10,34502.79,18746.07,491460.03,激进,65,1657970.41,0.051,0.118,13792,优,20,0.69,14,5,0.81,52.89,3245.98,1614.35,395.68,1216.69,600.99,306.92,1919.3,40.92,2422.94,646.29,1058.73,1124.52,2354.6,1057.2,993.82,72.03,762.96,169.91,1396.37,749.63,1190.55,44.45,92.52,1315.62,78.12
U000067,37,男,西安,科研人员,大专,离异,11358.62,970.29,63.84,12392.75,8287.6,0.33,422570.1,193708.63,75514.82,656159.02,1347952.57,1073186.47,56545.2,90675.18,127545.72,274766.1,0.2,186780.74,15,98892.65,489.26,1064424.97,平衡,68,553329.36,0.036,0.076,9089,一般,9,0.11,27,5,0.37,36.26,542.35,394.12,74.54,69.62,37.7,392.98,526.12,112.08,7.7,31.21,1251.19,127.46,533.69,356.66,175.13,83.81,47.1,347.42,542.32,375.82,275.04,15.6,1258.38,583.45,126.1
U000068,47,女,南京,公务员,高中,未婚,14485.16,19185.96,4589.98,38261.09999999999,27609.36,0.28,536871.96,1004915.05,414031.04,241850.76,2197668.81,1073689.07,142801.16,974841.68,6336.9,1123979.74,0.51,81055.66,12,82905.22,1913.52,18900.35,平衡,60,872087.55,0.052,0.099,16193,优,10,0.55,3,1,0.46,88.58,931.5,883.24,1394.33,1689.12,1080.68,138.64,417.6,2662.25,257.3,470.79,572.22,585.35,959.99,2898.7,278.49,131.02,222.49,2204.54,1049.75,340.58,1711.82,1998.46,1895.5,2541.03,293.99
U000069,31,女,青岛,程序员,高中,离异,13453.93,19229.38,5870.36,38553.67,37633.29,0.02,434753.95,1015654.85,38468.75,487350.75,1976228.3,619488.25,26932.89,1251975.84,77831.32,1356740.05,0.69,179305.15,5,57576.93,21674.53,1580996.17,积极,57,2753567.83,0.059,0.063,13099,差,13,0.29,4,10,0.72,69.9,1720.85,1977.38,1409.12,257.81,1039.46,5514.51,3657.22,58.25,237.72,186.44,1708.7,2247.25,317.01,930.44,2424.67,1741.98,1031.39,1177.95,937.15,466.17,1098.78,1541.13,2727.1,1334.97,1889.86
U000070,34,男,大连,企业管理,博士,离异,19622.04,8636.96,6796.95,35055.95,32613.81,0.07,54844.24,1670262.9,399027.59,2139325.6,4263460.33,3880112.96,9680.49,231331.45,142335.43,383347.37,0.09,126780.18,11,58443.3,10893.15,183040.86,积极,64,2501311.39,0.048,0.066,7477,优,2,0.25,28,13,0.37,35.83,885.58,13.41,405.21,1854.37,6873.29,149.41,734.3,2302.8,326.44,1158.52,1889.36,1369.09,297.95,628.13,2190.82,1155.76,7.5,2047.4,51.43,1958.88,323.65,4537.29,656.27,566.34,230.61
U000071,32,女,大连,教师,硕士,离异,16567.14,14496.88,5595.37,36659.39,40192.08,-0.1,150500.36,1354871.78,342658.0,508505.24,2356535.38,1894081.46,30656.76,402610.2,29186.96,462453.92000000004,0.2,33441.48,4,63165.35,14333.25,153842.72,积极,63,4749000.33,0.046,0.09,17977,一般,19,0.26,6,4,0.51,91.67,854.28,1107.13,2381.2,4041.74,1672.01,923.92,989.54,2212.11,5.99,1797.45,816.93,2939.95,181.52,1650.01,1219.62,1912.06,124.7,1613.26,1533.1,1529.61,1720.35,2098.64,3040.12,584.82,3242.0
U000072,35,男,苏州,医生,本科,未婚,13881.5,6008.71,6032.11,25922.32,24565.19,0.05,311356.33,488502.5,199119.79,957412.99,1956391.61,725300.38,88184.92,949353.69,193552.62,1231091.23,0.63,156394.87,5,56408.3,24903.08,785870.26,积极,58,4694302.19,0.02,0.12,10166,差,5,0.65,35,0,0.97,60.01,75.49,56.8,383.0,1446.64,1157.87,1463.05,685.64,546.19,150.18,374.49,535.86,87.34,234.65,858.46,1252.6,6030.3,2546.34,968.54,514.85,951.87,1449.94,118.57,496.58,1724.08,455.87
U000073,22,女,深圳,学生,高中,未婚,987.99,3576.18,1578.15,6142.32,3912.55,0.36,515164.32,1006392.87,200402.55,253306.32,1975266.06,1641678.38,86516.87,138341.77,108729.04,333587.68,0.17,0.0,0,0.0,21607.1,1187639.89,平衡,57,992162.41,0.022,0.1,7717,良,5,0.62,2,12,0.98,51.55,85.81,77.69,5.06,4.67,339.97,60.85,139.27,67.7,538.92,57.26,107.13,393.29,351.94,39.29,309.59,116.92,125.85,27.33,16.03,248.35,130.9,109.55,249.45,276.7,33.02
U000074,44,男,北京,市场营销,本科,未婚,21429.73,11610.37,5752.35,38792.45,31921.89,0.18,289439.28,2471495.14,294294.98,1501397.34,4556626.74,4451267.39,47605.5,36843.98,20909.87,105359.35,0.02,83195.09,2,17410.4,31230.45,283350.35,稳健,64,2043800.06,0.049,0.091,10984,良,11,0.48,14,14,0.52,49.52,224.74,2150.71,1653.26,4848.46,110.41,90.78,512.33,468.85,438.33,3657.9,443.61,490.44,2201.4,923.08,2316.79,104.46,1033.15,52.83,99.98,3660.91,231.71,1174.69,818.2,659.37,3555.52
U000075,44,女,大连,医生,硕士,丧偶,17000.97,6619.79,4263.69,27884.45,23172.73,0.17,590339.28,2015233.02,93193.46,1971923.73,4670689.49,3333397.1,54590.37,1106082.55,176619.47,1337292.3900000001,0.29,89915.0,13,58325.37,23397.22,411568.96,激进,57,3098065.57,0.05,0.092,14650,优,11,0.36,14,3,0.48,86.07,53.76,543.5,301.79,1314.44,3985.32,296.89,1063.49,221.11,834.48,624.47,3581.35,939.31,430.7,121.34,164.24,255.7,289.43,1904.22,825.06,742.22,122.1,1970.2,1285.08,70.18,1232.37
U000076,33,女,苏州,制造业工人,博士,未婚,16147.82,3450.55,6735.89,26334.26,26342.34,-0.0,578770.03,1563946.17,336055.04,939557.23,3418328.47,3140569.46,27674.44,175423.36,74661.21,277759.01,0.08,28271.71,6,62735.87,4122.23,767419.93,平衡,60,2690015.97,0.037,0.115,10492,优,29,0.9,35,5,0.64,39.12,108.66,781.3,844.97,231.0,3712.77,2417.61,1409.18,790.74,676.27,1341.51,1004.8,81.94,915.67,2092.65,783.52,68.0,1966.61,286.56,381.38,229.37,510.8,1801.68,933.79,292.19,2679.37
U000077,39,男,重庆,企业管理,高中,已婚,14924.57,19276.58,5054.38,39255.53,33268.47,0.15,472440.7,1226109.78,419945.9,1466098.54,3584594.92,3375510.7,10581.84,46291.06,152211.32,209084.22,0.06,58417.98,8,33726.51,9150.85,1561480.39,平衡,70,2973767.83,0.016,0.067,16533,优,24,0.53,23,1,0.83,58.69,1912.37,35.63,87.22,806.48,3103.48,1000.78,890.93,144.17,1383.23,2233.27,619.21,1932.95,4317.09,294.74,958.38,437.8,2036.37,1114.71,1302.17,2068.36,652.09,3189.94,984.97,222.38,1539.76
U000078,31,女,上海,教师,本科,已婚,9510.43,8781.4,9939.58,28231.410000000003,27887.43,0.01,144537.09,2067291.93,293961.95,1051892.52,3557683.49,2495726.78,79604.44,949155.95,33196.32,1061956.71,0.3,27846.99,3,122029.48,23599.41,1140148.69,稳健,63,3185859.59,0.018,0.119,12555,良,9,0.33,17,3,0.39,78.76,328.34,1677.54,2039.42,279.46,3539.0,130.72,194.52,175.51,1934.46,915.56,142.22,500.29,823.43,75.12,1845.15,1402.97,606.5,2943.72,466.22,3570.37,950.22,867.97,156.42,1841.57,480.74
U000079,23,女,武汉,自由职业,硕士,已婚,16162.16,3807.37,1352.47,21322.0,18011.32,0.16,306035.53,577741.88,207112.54,225995.86,1316885.81,1061413.56,60828.27,176025.02,18618.96,255472.24999999997,0.19,103122.69,1,0.0,23599.84,909391.3,积极,70,1972801.76,0.01,0.106,11861,一般,23,0.17,29,11,0.9,81.72,1787.26,66.92,1063.55,167.86,1579.83,1382.82,629.5,1001.94,305.25,515.31,1394.41,497.3,358.2,551.35,1424.97,330.24,154.39,1006.9,1414.34,85.79,221.85,123.85,345.88,484.08,1117.52
U000080,30,女,成都,公务员,高中,丧偶,21768.69,10946.21,261.19,32976.09,33840.44,-0.03,472982.19,2235386.65,381127.01,22971.46,3112467.3099999996,1785278.02,68879.75,1255053.27,3256.27,1327189.29,0.43,185886.58,2,66192.89,19.6,1916063.54,平衡,61,4980623.31,0.055,0.113,11299,良,9,0.23,17,2,0.76,46.28,1370.65,613.87,2602.28,900.52,5465.82,1420.79,190.72,1593.24,555.59,1638.24,102.0,271.62,2735.73,364.14,2563.54,462.76,1454.95,1673.93,1015.64,514.74,337.81,47.69,511.97,1496.22,3935.98
U000081,27,男,苏州,个体商户,本科,已婚,14451.89,1903.67,426.84,16782.399999999998,10723.44,0.36,338397.31,1220694.0,222533.44,4031.28,1785656.03,1553737.5,35731.71,24118.76,172068.06,231918.53,0.13,138806.2,3,10624.25,10764.26,1461526.76,稳健,58,964406.9,0.028,0.078,12506,差,12,0.72,8,4,0.35,66.61,390.71,107.72,849.34,396.89,293.67,42.03,211.69,220.39,714.29,282.64,171.02,1344.65,41.92,196.19,15.34,481.15,893.89,117.39,698.24,123.48,863.37,501.0,583.89,6.49,1176.06
U000082,43,男,宁波,律师,硕士,未婚,18067.56,1733.76,1004.65,20805.97,20311.26,0.02,430388.96,1209700.51,481624.36,943511.0,3065224.83,2613906.69,19016.91,415451.49,16849.74,451318.13999999996,0.15,110679.33,19,108176.95,9373.89,1882558.49,稳健,55,4315514.47,0.043,0.078,11925,差,16,0.59,6,12,0.51,33.55,367.57,1788.28,334.34,2084.81,120.78,1230.01,786.8,102.66,280.05,12.62,639.67,362.51,922.45,356.7,360.57,1374.71,49.89,2358.18,1933.83,1114.42,909.6,2253.48,207.28,83.19,276.87
U000083,37,男,南京,市场营销,高中,离异,15610.16,17774.49,120.67,33505.32,26152.55,0.22,212036.68,1102489.01,419486.65,1262590.6,2996602.94,2575496.37,67748.17,259155.47,94202.93,421106.57,0.14,197473.25,2,2503.41,2100.26,524370.55,保守,56,4651606.8,0.057,0.084,6294,良,9,0.6,32,13,0.6,56.15,1920.17,985.66,131.7,106.32,2593.0,1193.31,1906.9,2278.0,914.85,786.01,607.17,411.18,615.09,1603.7,993.61,2406.03,631.98,1007.7,1076.32,966.25,1308.24,292.4,774.71,118.73,523.54
U000084,58,女,深圳,退休人员,高中,离异,586.1,12685.88,8345.26,21617.239999999998,20331.62,0.06,58181.27,2724835.94,364979.19,2539404.35,5687400.75,5461572.44,9612.39,129319.2,86896.72,225828.31,0.04,90674.37,3,46393.51,27739.34,1481316.36,积极,64,556992.37,0.017,0.061,10090,一般,15,0.86,16,8,0.42,38.25,1234.32,3513.42,1072.72,1590.52,824.78,1174.96,85.98,343.06,524.94,747.46,54.6,176.29,378.74,4159.2,470.37,768.8,255.09,1102.74,385.01,271.04,849.43,6.45,8.99,288.97,43.72
U000085,40,女,南京,个体商户,高中,离异,15072.37,19501.01,6275.33,40848.71,34642.72,0.15,357547.32,166317.33,429679.89,500644.18,1454188.72,94891.31,20450.3,1159993.43,178853.68,1359297.41,0.93,134824.09,3,34260.66,16282.4,88075.81,保守,55,1600481.53,0.034,0.083,12652,优,4,0.24,1,13,0.46,46.14,1045.26,885.24,427.85,3306.21,622.99,112.22,1182.14,148.84,521.5,872.02,2553.26,837.84,1492.04,6078.86,173.62,395.58,618.01,674.74,651.93,2933.2,1541.73,1153.02,455.86,2138.04,3820.75
U000086,34,男,青岛,程序员,高中,丧偶,12543.53,19081.59,689.26,32314.38,26903.24,0.17,180676.4,2281085.56,163650.46,1659274.19,4284686.609999999,3869978.17,940.36,301006.73,112761.35,414708.43999999994,0.1,60781.86,9,36387.6,11121.86,1943715.49,平衡,61,3796085.02,0.037,0.108,12855,优,4,0.11,26,0,0.46,52.52,2.37,1534.0,79.59,451.66,93.05,1403.78,1759.22,184.36,734.24,923.76,698.28,195.59,823.19,2109.13,111.68,126.72,664.35,4310.08,1674.46,1721.38,681.24,1365.48,15.44,1532.72,3707.46
U000087,29,女,青岛,企业管理,本科,丧偶,16659.41,9840.58,119.79,26619.78,29241.29,-0.1,419874.96,227915.26,460637.2,448643.74,1557071.16,375168.41,56134.0,1051270.36,74498.39,1181902.75,0.76,194910.96,1,87115.59,14505.78,1274431.36,平衡,67,836737.18,0.038,0.086,11901,良,30,0.2,18,8,0.9,90.19,199.63,3616.6,106.84,1186.41,238.23,18.3,851.91,543.27,1034.18,1337.69,69.5,203.95,1270.94,653.15,2029.83,1641.53,2903.06,1832.45,873.29,1736.79,500.53,568.32,2417.61,918.9,2488.38
U000088,21,女,苏州,学生,博士,已婚,1155.22,544.86,211.32,1911.3999999999999,1576.49,0.18,160156.98,247510.31,179143.72,385168.37,971979.38,667237.25,41576.37,92669.32,170496.44,304742.13,0.31,0.0,0,0.0,18327.89,80659.62,保守,65,1167457.09,0.046,0.118,12869,差,12,0.51,19,8,0.87,41.3,155.77,198.59,45.07,30.69,69.76,37.08,73.45,97.73,93.2,37.51,14.59,45.0,12.3,176.5,33.93,13.41,2.06,82.96,80.97,33.28,5.95,42.12,29.8,90.36,74.4
U000089,20,男,天津,学生,大专,已婚,92.5,3904.8,444.58,4441.88,3105.17,0.3,200290.9,1372570.52,468787.45,42019.71,2083668.5799999998,1832434.73,52750.69,183485.72,14997.44,251233.85,0.12,0.0,0,0.0,11529.21,257583.1,平衡,65,1051374.47,0.057,0.063,16789,一般,29,0.56,25,15,0.32,74.41,73.61,141.8,18.43,80.86,3.4,85.65,404.44,58.98,4.84,3.83,59.73,21.21,2.87,171.7,74.62,41.53,280.2,15.02,379.75,45.84,266.76,112.36,213.22,503.13,41.39
U000090,28,女,大连,程序员,大专,未婚,11822.61,12282.13,1233.95,25338.69,23403.81,0.08,289357.13,2118668.58,239515.46,43860.78,2691401.9499999997,2438424.86,40599.62,83846.96,128530.51,252977.09000000003,0.09,159439.59,1,94613.16,22781.57,1589692.49,平衡,67,4018620.95,0.028,0.093,15344,优,15,0.38,36,10,0.57,41.69,648.03,639.52,546.45,1023.82,219.85,1059.53,1024.67,1884.64,2355.56,762.49,472.8,394.25,284.25,77.98,550.56,413.75,4456.9,1071.35,560.24,1140.73,196.85,770.98,1292.42,881.45,674.75
