用户ID,年龄,性别,所在城市,职业,教育程度,婚姻状况,月工资收入,经营性收入,被动收入,月总流入,月总流出,储蓄率,活期存款,理财产品,股票基金,房产估值,总资产,净资产,信用卡欠款,房贷余额,其他贷款,总负债,负债率,养老金账户余额,缴纳年限,住房公积金余额,商业保险年缴,保险保额,风险偏好,计划退休年龄,目标养老金,期望收益率下限,期望收益率上限,健康状况,平台月访问次数,策略采纳率,交互问答次数,个性化设置次数,反馈积极度,信任评分,餐饮消费,衣物消费,住房消费,交通消费,娱乐消费,教育培训消费,医疗保健消费,健身运动消费,旅行度假消费,数字产品消费,宠物消费,图书影音消费,美容护肤消费,线上购物消费,线下购物消费,奢侈品消费,家庭日用品消费,母婴消费,绿色环保消费,慈善捐赠消费
U000051,22,男,长沙,自由职业,硕士,未婚,11063.49,3072.14,186.86,14322.49,13183.76,0.08,307740.39,1219357.65,85600.31,312239.59,1924937.9400000002,1587839.99,84788.08,67523.92,184785.95,337097.95,0.18,0.0,0,0.0,25231.35,1542044.74,保守,58,3430084.9,0.048,0.085,良,20,0.12,40,9,0.75,49.64,404.21,988.47,201.59,86.5,323.57,250.19,259.65,196.58,31.77,13.33,3251.01,412.45,358.38,841.08,181.93,2212.88,1140.37,69.21,399.41,1561.19
U000052,33,男,成都,金融分析师,博士,丧偶,18960.15,9288.84,3401.93,31650.920000000002,21264.18,0.33,542735.6,846188.44,494011.68,1036111.68,2919047.4,1628802.75,46251.13,1140997.49,102996.03,1290244.65,0.44,21236.79,3,69970.89,7997.4,495837.77,积极,53,727723.81,0.057,0.112,一般,13,0.3,10,10,0.95,76.87,2333.42,507.68,765.89,147.28,3811.27,212.38,2304.77,845.2,754.14,579.29,211.32,156.52,200.73,166.28,1218.66,347.31,48.02,2802.04,1734.47,2117.52
U000053,37,女,大连,科研人员,博士,未婚,19661.51,18904.66,5054.44,43620.61,47256.1,-0.08,144146.76,1005751.0,25270.2,1484682.61,2659850.5700000003,1474933.04,109410.1,981390.06,94117.37,1184917.5300000003,0.45,107338.15,3,64639.17,27444.37,1455016.13,稳健,62,2146718.09,0.03,0.094,优,6,0.39,18,2,0.57,59.27,2790.03,391.54,3964.14,595.52,593.64,1804.04,2105.87,2033.03,224.8,4918.71,723.29,324.98,5145.12,7300.01,4642.47,3885.12,2495.08,1875.37,213.22,1230.11
U000054,31,男,天津,公务员,高中,丧偶,12487.76,11156.64,3656.06,27300.460000000003,18349.56,0.33,367502.4,1023537.06,20127.45,116741.9,1527908.8099999998,138171.2,79922.29,1205948.78,103866.54,1389737.61,0.91,29788.13,8,20967.15,27289.1,637060.06,激进,62,4957770.82,0.047,0.078,一般,10,0.51,32,15,0.8,49.49,484.33,312.39,1334.91,711.4,87.79,258.31,1194.09,82.24,1978.81,709.89,680.36,932.16,1808.42,443.93,1177.04,866.32,322.65,2190.39,1658.34,1115.77
U000055,46,男,杭州,市场营销,大专,离异,19661.45,11938.19,2655.3,34254.94,31781.58,0.07,738763.22,1908965.3,113771.61,154065.5,2915565.63,1916756.83,68223.73,786348.5,144236.57,998808.8,0.34,154921.23,12,22166.36,23008.57,63141.03,积极,53,1358529.48,0.032,0.085,差,13,0.65,13,15,0.91,77.83,1697.49,1618.4,1368.6,1983.78,245.19,3020.7,2916.99,42.14,2481.32,195.88,579.49,1931.87,248.83,2418.73,2533.77,1005.5,9.1,480.36,1362.34,5641.11
U000056,28,女,长沙,退休人员,本科,已婚,15121.82,9193.27,1066.25,25381.34,22161.38,0.13,392003.77,2082370.57,340372.94,401826.27,3216573.55,2900247.66,28022.39,96836.02,191467.48,316325.89,0.1,55801.28,2,33730.06,27630.66,595229.13,平衡,59,3672054.22,0.045,0.089,优,15,0.38,17,9,0.39,73.98,1056.08,317.98,1062.39,820.73,1599.64,119.59,1512.95,823.68,3484.41,442.19,1058.41,2841.82,114.31,2925.95,1230.71,74.25,378.45,1301.75,73.7,922.39
U000057,27,男,重庆,科研人员,硕士,丧偶,16985.14,6927.27,884.75,24797.16,18057.84,0.27,273075.18,474859.82,269288.96,466511.97,1483735.93,1260744.11,72401.82,27454.59,123135.41,222991.82,0.15,117366.1,1,7614.81,25435.68,451343.29,稳健,57,736209.98,0.031,0.103,一般,3,0.64,8,0,0.98,93.56,33.09,1450.18,2565.37,2452.05,978.68,98.48,1003.41,17.59,15.81,276.3,473.96,1039.84,812.53,417.23,225.92,4135.13,392.52,424.26,126.27,1119.24
U000058,26,女,杭州,退休人员,博士,丧偶,8630.44,18158.74,178.92,26968.1,23922.5,0.11,299685.28,1663170.66,468334.69,456614.86,2887805.4899999998,2658342.15,17856.61,176448.99,35157.74,229463.33999999997,0.08,183926.96,3,118194.09,5179.46,1498006.4,平衡,59,4445344.26,0.01,0.094,良,3,0.84,21,9,0.62,71.69,1381.5,291.27,100.39,1332.3,1240.99,372.7,3518.35,191.22,661.16,3357.69,635.51,1188.17,591.8,374.24,4826.85,614.78,2621.7,305.12,279.84,36.93
U000059,51,女,厦门,制造业工人,博士,未婚,14445.38,3249.89,4589.14,22284.41,16237.14,0.27,150821.25,2614993.53,395383.83,1703343.67,4864542.279999999,4314963.63,115106.98,263242.37,171229.3,549578.6499999999,0.11,179408.55,26,64155.49,11575.81,801666.49,平衡,53,1331515.4,0.017,0.079,一般,7,0.11,12,7,0.61,47.35,1382.16,443.45,2385.59,141.98,1404.26,1036.95,1019.59,1288.89,990.32,680.85,97.34,22.88,1754.82,663.36,1101.63,454.45,86.33,92.53,800.47,389.28
U000060,36,男,郑州,金融分析师,博士,离异,19531.29,13355.72,4653.95,37540.96,25522.54,0.32,452808.59,2584696.84,443900.71,2309523.14,5790929.279999999,4560519.74,84215.43,958066.99,188127.12,1230409.54,0.21,73508.78,3,32869.29,4113.92,306371.13,保守,69,2181311.79,0.045,0.115,优,24,0.53,13,7,0.78,68.73,449.66,1359.19,133.34,1752.45,629.55,3209.34,746.6,1220.35,23.48,151.1,1001.38,1313.64,1841.13,692.85,2385.71,3952.11,3040.85,81.22,1315.84,222.73
U000061,21,男,广州,金融分析师,高中,离异,12189.19,2863.51,299.7,15352.400000000001,11730.14,0.24,265374.19,238292.05,102700.74,291573.84,897940.8200000001,625760.7,8366.63,102075.07,161738.42,272180.12,0.3,0.0,0,0.0,1518.48,924756.61,积极,59,3754760.36,0.03,0.109,良,23,0.27,4,1,0.6,75.53,957.73,1205.91,815.91,9.77,393.15,725.41,91.49,429.5,33.59,81.41,503.08,141.65,833.9,1163.37,1603.98,222.17,182.35,109.87,1006.51,1219.41
U000062,52,女,武汉,个体商户,高中,未婚,14924.91,7489.22,8913.34,31327.47,25822.25,0.18,752034.36,1358986.86,40125.0,2892433.13,5043579.35,4537356.05,134681.27,199484.71,172057.32,506223.3,0.1,23726.63,17,58958.79,4533.56,1957448.75,积极,50,3902807.37,0.059,0.088,优,17,0.44,12,7,0.47,52.5,40.34,3459.46,67.09,979.63,1551.92,2573.93,1573.83,2033.94,521.25,2119.84,104.97,2830.79,997.0,2136.74,756.78,1296.75,939.47,1653.23,107.04,78.25
U000063,27,男,重庆,市场营销,硕士,未婚,11445.75,2017.93,67.15,13530.83,12162.76,0.1,400873.17,114389.35,370270.54,201132.68,1086665.74,846094.57,24371.28,43453.84,172746.05,240571.16999999998,0.22,11288.81,4,149022.52,6579.94,1832794.07,平衡,68,1935066.63,0.04,0.1,差,10,0.29,9,7,0.59,47.89,998.15,120.25,1809.71,199.64,97.69,757.69,522.4,335.08,393.86,617.21,126.03,2725.49,1788.59,510.61,108.16,554.05,36.42,15.13,144.8,301.8
U000064,51,男,广州,律师,博士,已婚,16748.34,13926.17,4082.59,34757.100000000006,26065.89,0.25,148941.97,1909645.34,120484.09,676033.65,2855105.05,2415626.13,130346.27,216527.62,92605.03,439478.92000000004,0.15,11524.79,13,145167.93,19672.22,268185.5,积极,57,1647480.41,0.027,0.065,良,14,0.78,2,6,0.34,54.52,2130.84,1365.43,1427.07,582.63,446.29,487.44,4619.13,43.03,2120.99,908.62,606.92,1358.09,700.99,2172.77,2427.93,575.75,340.71,943.31,2559.25,248.68
U000065,51,女,上海,制造业工人,大专,已婚,22629.62,6063.76,9089.94,37783.32,26671.39,0.29,153919.2,2632236.97,373439.61,2262992.23,5422588.01,4099399.78,138995.08,1043439.43,140753.72,1323188.23,0.24,79326.41,7,82811.89,27375.64,761323.49,保守,67,3419246.03,0.025,0.082,一般,15,0.47,15,10,0.94,54.1,1646.93,175.88,1568.67,2988.88,246.95,338.14,4431.33,248.91,2402.31,845.1,354.09,2550.95,734.78,901.72,554.94,1120.65,222.62,618.5,4347.77,372.28
U000066,45,男,上海,学生,高中,丧偶,21140.27,11582.86,4175.78,36898.91,24951.25,0.32,247398.96,1234479.27,416681.36,1497904.45,3396464.04,2226083.65,91645.12,1027269.92,51465.35,1170380.3900000001,0.34,164318.39,23,96254.17,16434.95,336467.29,稳健,61,1261695.7,0.046,0.089,良,29,0.81,20,1,0.67,84.54,1731.51,636.93,2404.57,227.14,5668.74,979.31,436.02,123.62,301.26,1187.8,665.53,2858.83,912.79,463.09,1554.74,1986.66,295.97,297.1,60.5,2159.14
U000067,20,女,南京,学生,硕士,未婚,11035.09,45.71,1011.47,12092.269999999999,9511.78,0.21,308917.62,1333509.46,308259.68,241602.08,2192288.84,2036730.77,43906.89,1322.47,110328.71,155558.07,0.07,0.0,0,0.0,7453.9,1004432.06,平衡,63,4127754.65,0.055,0.066,差,3,0.52,15,6,0.73,46.41,765.72,674.77,362.61,834.92,94.93,48.89,129.49,24.21,312.02,1136.17,16.53,53.64,247.9,1118.8,156.53,291.51,17.49,66.14,1777.24,1382.25
U000068,39,女,南京,程序员,高中,离异,22030.24,19804.66,2258.57,44093.47,41536.97,0.06,585028.3,1928520.37,429109.58,2278757.55,5221415.8,4530011.42,11968.06,568896.03,110540.29,691404.3800000001,0.13,11222.99,0,105426.77,2621.15,1690659.59,激进,70,4029693.4,0.038,0.111,优,3,0.82,2,7,0.45,86.43,10.38,6354.79,2135.72,4241.92,1270.88,1518.87,1406.24,2303.35,315.19,63.77,771.27,2555.83,472.45,2345.07,7341.73,206.63,2339.75,1229.07,4245.48,408.58
U000069,31,女,青岛,程序员,本科,丧偶,16810.2,313.16,2071.58,19194.940000000002,12900.84,0.33,500621.35,2093301.09,464437.47,897830.67,3956190.58,2873094.89,63163.32,850043.88,169888.49,1083095.69,0.27,135406.99,8,49759.48,22139.35,279901.19,积极,52,2753567.83,0.059,0.063,良,13,0.29,4,10,0.72,69.9,1268.66,504.07,301.45,421.77,890.88,370.67,13.53,1171.97,512.85,494.85,106.52,471.58,219.52,461.86,49.42,470.25,3262.92,21.67,1657.33,229.06
U000070,32,男,大连,制造业工人,本科,丧偶,15887.05,8636.96,6796.95,31320.96,29139.02,0.07,53130.35,1608401.31,399027.59,2139325.6,4199884.850000001,3816865.64,9352.33,231331.45,142335.43,383019.20999999996,0.09,126780.18,6,47501.73,3153.91,10390.44,保守,59,2501311.39,0.048,0.066,一般,2,0.25,28,13,0.37,35.83,2937.72,2189.66,1201.86,1925.61,3026.65,743.39,568.67,1581.4,2368.32,2062.81,2295.24,821.23,2444.96,183.89,1129.03,8.29,563.46,655.36,724.32,1707.15
U000071,27,女,大连,企业管理,本科,丧偶,10425.82,14496.88,1119.07,26041.769999999997,28551.29,-0.1,138363.24,1224595.65,342658.0,84750.87,1790367.7599999998,1679531.87,27967.57,53681.36,29186.96,110835.88999999998,0.06,33441.48,2,63165.35,13606.9,153842.72,平衡,58,4749000.33,0.046,0.09,差,19,0.26,6,4,0.51,91.67,553.62,953.71,526.3,155.17,1888.09,2252.08,1972.39,1271.07,975.11,4062.61,1494.35,1331.65,53.03,852.05,976.46,1038.74,1771.66,1556.93,1911.16,2955.13
U000072,55,男,苏州,学生,本科,未婚,12539.83,2722.49,3206.65,18468.97,19829.01,-0.07,170723.77,1178187.3,482287.31,2906175.67,4737374.05,3550104.24,46631.7,1042436.65,98201.46,1187269.81,0.25,115175.86,15,48882.94,10230.96,1571733.06,积极,61,1012495.21,0.038,0.096,差,17,0.24,17,0,0.97,60.01,1669.5,1260.94,3099.67,18.32,216.96,7.56,1038.23,2273.45,277.85,2606.72,61.9,2713.23,431.45,106.49,662.48,295.51,333.88,365.59,1617.83,771.44
U000073,22,女,青岛,学生,硕士,未婚,15154.95,1210.11,1317.33,17682.39,16932.98,0.04,410319.92,155326.78,495350.31,239617.35,1300614.36,977537.71,37675.68,101322.53,184078.44,323076.65,0.25,0.0,0,0.0,9563.48,1791003.03,保守,67,3172189.75,0.056,0.067,优,7,0.63,22,5,0.75,32.88,1159.09,292.98,491.19,119.63,183.95,1051.97,184.27,685.51,1136.34,104.04,771.07,272.88,3032.64,608.18,1509.35,735.42,40.85,923.0,2783.52,847.08
U000074,34,女,广州,自由职业,高中,未婚,10088.5,14937.06,5579.93,30605.489999999998,28886.45,0.06,141460.31,1010122.83,231531.6,2038666.46,3421781.2,2914651.65,81471.6,226117.4,199540.55,507129.55,0.15,96554.22,4,62396.31,29044.18,232138.68,保守,54,2067478.94,0.027,0.107,一般,16,0.49,30,3,0.61,75.29,2649.87,3340.33,401.09,369.23,1462.79,820.2,2837.98,3567.89,675.61,418.83,2349.63,497.83,2679.5,854.0,1706.25,155.57,1514.95,931.25,1368.64,284.99
U000075,38,女,青岛,律师,硕士,未婚,17501.33,18598.45,7404.89,43504.67,37326.87,0.14,375299.0,959870.0,213184.69,1386162.47,2934516.16,1852081.06,100517.23,944640.48,37277.39,1082435.0999999999,0.37,131461.58,12,4378.84,19282.96,394648.87,平衡,68,2432987.78,0.01,0.073,差,8,0.7,4,3,0.86,64.9,462.47,190.47,45.29,1944.49,1768.51,1497.81,499.58,938.57,1708.67,1300.0,8339.37,277.7,2248.85,980.72,1058.18,2393.68,2232.11,8972.15,260.15,208.12
U000076,41,男,福州,医生,硕士,离异,17441.4,11939.42,6113.08,35493.9,31713.88,0.11,247026.49,2578829.3,308681.34,2441214.76,5575751.89,4913497.28,93190.46,446167.25,122896.9,662254.61,0.12,16950.39,4,46977.86,7705.9,233897.81,稳健,61,3620464.44,0.036,0.085,良,4,0.56,13,5,0.64,64.93,2909.67,1950.19,723.54,186.85,202.21,5071.82,481.03,882.06,580.39,990.15,162.47,1652.91,158.08,3638.2,601.08,1753.49,4789.13,2376.21,1719.13,885.28
U000077,33,男,南京,学生,博士,离异,18283.01,12388.2,8655.22,39326.43,42312.13,-0.08,305303.62,517090.5,191972.09,1684746.23,2699112.44,1911309.65,75756.09,613701.52,98345.18,787802.79,0.29,142028.47,7,73304.93,2471.85,61721.41,激进,57,1814404.59,0.024,0.092,优,5,0.72,36,15,0.68,37.36,9258.3,1953.14,1469.86,2362.98,1127.45,111.74,1488.34,5694.6,347.2,2109.8,404.07,1382.57,183.16,1078.16,2542.24,769.3,1969.58,2858.72,4719.2,481.72
U000078,53,女,福州,自由职业,博士,已婚,14971.08,10927.07,9897.76,35795.91,23310.59,0.35,688958.69,2742411.06,148854.47,2997938.01,6578162.23,5821792.79,70158.25,522865.47,163345.72,756369.44,0.11,87813.98,7,116344.75,8506.36,1621405.43,平衡,68,3601101.14,0.053,0.097,一般,13,0.23,4,6,0.87,82.35,524.16,170.06,5029.53,2691.63,798.48,1897.77,756.86,1004.81,96.0,1447.57,140.52,1798.75,1566.65,1268.58,37.88,371.41,313.99,459.18,94.33,2842.43
U000079,30,女,苏州,金融分析师,本科,未婚,8491.38,19047.95,1028.83,28568.160000000003,29998.79,-0.05,489108.54,338972.27,375047.07,205798.11,1408925.9900000002,855239.98,6521.45,415985.3,131179.26,553686.01,0.39,140285.31,2,37451.59,20630.45,1656963.61,保守,62,2702564.27,0.039,0.076,差,13,0.4,4,2,0.58,78.74,579.16,678.72,1050.87,830.15,2883.33,786.73,5551.34,2183.16,267.75,3054.67,141.65,1947.36,548.51,2408.57,2319.1,1877.27,1787.13,416.08,96.62,590.61
U000080,41,男,厦门,医生,本科,未婚,17723.97,17002.12,7956.78,42682.869999999995,34097.55,0.2,687371.29,2515785.33,247357.47,968595.45,4419109.54,3534590.6,37434.29,820965.8,26118.85,884518.9400000001,0.2,170484.52,10,134123.2,24620.8,91885.85,平衡,70,4027503.93,0.033,0.067,一般,27,0.23,14,0,0.99,57.81,355.94,2217.38,793.36,6935.54,1913.1,3228.49,265.51,3699.0,4782.58,1246.82,1740.7,2703.11,358.91,1304.14,949.87,295.57,855.61,131.87,48.84,271.21
U000081,20,男,长沙,学生,大专,已婚,12169.95,258.94,1251.21,13680.100000000002,13173.86,0.04,377616.08,858461.88,45599.59,47591.84,1329269.3900000001,1175737.84,19207.91,15587.74,118735.9,153531.55,0.12,0.0,0,0.0,18085.52,1634218.05,保守,63,3623139.51,0.034,0.074,优,2,0.68,6,3,0.52,87.26,1992.18,334.28,220.51,416.3,341.62,65.9,604.2,143.62,570.3,619.81,97.3,37.36,895.49,363.37,35.36,3110.8,35.12,700.74,2428.31,161.3
U000082,38,女,武汉,市场营销,博士,已婚,17189.08,8801.99,7224.32,33215.39,30360.2,0.09,102934.41,1193958.69,343283.08,2579887.57,4220063.75,3907954.26,10922.69,150697.67,150489.13,312109.49,0.07,117914.78,12,52730.35,13482.81,1582153.32,积极,57,1746354.46,0.014,0.093,一般,19,0.68,18,0,0.89,72.8,261.32,220.39,615.43,181.42,2006.52,109.54,1212.88,9729.43,2864.31,1626.57,622.73,1665.41,1275.17,945.67,238.56,3707.36,1017.49,368.62,780.83,910.56
U000083,39,女,重庆,个体商户,硕士,未婚,17424.39,9897.75,1127.44,28449.579999999998,24176.2,0.15,409811.54,1558445.18,488848.47,2960647.6,5417752.79,4928073.35,119542.32,197974.32,172162.8,489679.44,0.09,113676.08,11,81953.43,5476.82,942029.25,激进,52,575102.31,0.013,0.076,良,1,0.84,25,9,0.74,62.57,1920.74,14.53,704.72,859.78,25.38,394.0,1870.54,193.12,1003.66,317.36,15.97,361.48,4877.57,2117.83,4201.67,876.32,152.23,1039.81,793.4,2436.12
U000084,30,男,宁波,公务员,博士,离异,16277.47,1580.43,1841.85,19699.749999999996,21416.72,-0.09,93226.28,816875.74,293218.58,381612.07,1584932.6700000002,486684.57,71482.35,964731.85,62033.9,1098248.0999999999,0.69,87497.21,3,8685.89,2500.17,868967.18,稳健,64,3255335.57,0.013,0.1,一般,21,0.69,7,0,0.8,75.6,110.94,719.91,174.71,421.86,1436.76,694.54,506.61,539.11,661.08,1651.94,2392.6,3340.59,1661.41,407.22,1252.16,618.51,315.87,1975.24,42.11,2493.56
U000085,22,男,上海,金融分析师,本科,丧偶,18871.92,3664.68,236.11,22772.71,23910.18,-0.05,174205.73,901581.6,261927.11,131474.83,1469189.27,1152798.43,91654.76,125506.57,99229.51,316390.84,0.22,0.0,0,0.0,15079.17,735375.56,稳健,58,3979980.29,0.055,0.1,良,3,0.28,32,0,0.33,86.09,1583.03,3314.66,1488.26,1399.04,101.39,1074.04,239.19,1965.72,1055.28,1675.98,62.57,130.25,1852.04,109.97,108.66,17.91,4608.39,1966.14,640.61,517.04
U000086,56,女,大连,律师,硕士,离异,17382.86,11057.3,9139.48,37579.64,36464.76,0.03,360657.6,1222847.65,208128.3,2160863.76,3952497.3099999996,3717161.29,43943.79,116830.6,74561.63,235336.02000000002,0.06,100408.19,3,26901.65,29599.64,1962827.73,激进,62,810168.97,0.033,0.077,差,9,0.36,17,14,0.31,43.04,983.04,3404.01,2473.65,467.86,436.99,236.62,2466.46,3302.1,703.47,48.35,195.88,7852.96,799.97,3349.62,2238.55,1099.18,526.05,295.62,2180.56,3403.81
U000087,59,女,天津,金融分析师,高中,未婚,21167.66,14649.27,5465.59,41282.520000000004,41199.41,0.0,134004.08,3682970.25,11955.13,1624635.6,5453565.0600000005,4304616.66,106838.23,1040191.21,1918.96,1148948.4,0.21,67003.47,24,127350.9,27416.01,207898.04,激进,66,4924020.84,0.031,0.118,良,4,0.67,2,1,0.94,88.32,72.34,5835.69,2705.72,584.8,6600.52,1554.55,1474.0,2326.94,2818.91,1803.51,231.37,696.91,4442.92,429.39,785.68,954.95,976.87,1602.09,4837.52,464.76
U000088,42,女,苏州,自由职业,高中,未婚,22895.01,1496.61,5678.21,30069.829999999998,24581.83,0.18,694237.16,733992.38,130495.47,945026.75,2503751.76,1198283.33,107309.45,1051088.41,147070.57,1305468.43,0.52,63611.54,8,35041.68,30759.88,272223.69,稳健,68,990377.75,0.015,0.087,一般,10,0.43,17,11,0.98,43.5,114.05,193.69,1919.12,913.84,296.48,1490.19,1739.72,1650.09,2212.04,255.92,1238.5,543.4,1624.56,1147.89,1319.01,939.95,171.97,693.37,3678.46,2439.55
U000089,55,男,合肥,制造业工人,本科,未婚,20199.06,806.6,8359.25,29364.91,22431.76,0.24,77530.97,930820.46,177871.38,1540379.03,2726601.84,2029866.99,108349.34,390250.19,198135.32,696734.8500000001,0.26,6216.42,25,128190.2,20292.31,1100241.78,保守,53,2579194.62,0.05,0.068,优,0,0.15,7,4,0.44,56.04,1717.39,242.27,711.06,1852.98,1331.26,788.21,900.22,716.19,356.25,839.71,1177.76,2084.1,1020.21,1444.27,175.96,624.46,9.46,285.73,1307.6,4846.67
U000090,33,女,上海,教师,本科,丧偶,12645.93,16185.97,919.79,29751.690000000002,30454.95,-0.02,509598.94,324698.3,471140.33,151913.1,1457350.6700000002,555530.65,107199.28,649734.57,144886.17,901820.02,0.62,99225.28,6,102481.94,5166.94,429432.21,稳健,55,1737417.96,0.032,0.069,差,19,0.6,15,9,0.65,87.38,201.5,990.31,3105.65,440.25,1562.42,2548.07,1846.41,401.83,847.12,2954.63,1558.7,10.12,2761.21,69.36,2641.83,436.48,6119.18,885.07,763.8,311.01
U000091,34,女,福州,退休人员,高中,已婚,16967.14,4982.96,9940.87,31890.97,27803.45,0.13,12499.19,1032744.83,356685.33,1439053.32,2840982.67,2119591.93,92209.34,516051.18,113130.22,721390.74,0.25,64320.88,4,26972.38,9630.1,438040.38,激进,58,763660.54,0.06,0.092,差,24,0.57,14,5,0.37,72.7,7550.98,618.42,801.46,1723.77,2925.85,1210.38,668.84,716.34,1601.37,4.34,1301.19,591.38,2128.26,131.4,1194.46,882.89,1384.16,90.27,1167.85,1109.83
U000092,28,男,青岛,个体商户,大专,离异,12481.5,3522.01,1185.04,17188.55,17241.92,-0.0,404623.41,2193552.01,14103.28,350280.4,2962559.0999999996,2636774.79,100441.23,112721.3,112621.78,325784.31,0.11,37646.73,6,132243.95,13979.24,618106.14,保守,65,670836.84,0.013,0.096,优,0,0.52,0,10,0.94,43.1,951.56,1070.23,1305.56,1891.25,363.82,2016.84,797.9,92.77,69.8,470.67,1777.8,1422.93,1797.97,842.59,671.23,184.56,460.21,658.53,107.33,288.36
U000093,20,女,杭州,医生,高中,丧偶,16540.35,3871.83,1692.96,22105.14,22775.69,-0.03,480279.38,747181.56,470961.61,197797.78,1896220.3299999998,1799484.07,9092.9,60353.03,27290.33,96736.26,0.05,0.0,0,0.0,24977.21,1298360.53,激进,55,3682323.15,0.038,0.113,优,19,0.73,14,5,0.56,77.71,6666.62,2815.02,1070.75,569.18,1052.31,1602.94,131.08,548.98,1906.01,503.98,882.92,922.3,212.24,468.12,423.84,27.63,25.49,1854.64,331.93,759.73
U000094,31,女,成都,企业管理,硕士,丧偶,16092.44,18420.76,9675.32,44188.52,31393.63,0.29,344985.65,2388553.87,70321.68,2236029.98,5039891.18,3506088.68,26655.54,1473569.48,33577.48,1533802.5,0.3,177064.05,1,123249.27,19631.72,1458571.89,平衡,60,2509834.7,0.023,0.075,差,2,0.38,6,0,0.33,58.48,623.87,4966.28,527.7,987.2,3624.23,3243.24,362.03,2852.95,1077.43,1159.74,251.88,147.74,2288.57,1206.22,1009.52,2298.74,2549.87,304.25,1656.46,255.69
U000095,25,男,武汉,企业管理,博士,离异,15298.24,3943.65,1156.11,20398.0,19972.13,0.02,124070.5,1015396.69,399597.28,16706.39,1555770.8599999999,1480592.51,2007.8,52225.54,20945.01,75178.35,0.05,68361.64,3,0.0,2062.57,1883668.29,平衡,52,2020777.63,0.059,0.114,一般,22,0.12,10,13,0.41,36.58,4089.57,93.13,76.57,432.14,395.47,369.72,3085.36,374.17,413.68,1856.83,778.6,1954.16,88.11,871.44,44.56,84.33,3087.9,195.44,990.82,690.14
U000096,26,女,上海,自由职业,硕士,丧偶,16880.8,7858.04,1099.33,25838.17,21845.5,0.15,30522.72,8775.82,43814.18,411948.65,495061.37,315839.03,63759.28,96065.68,19397.38,179222.34,0.36,41390.6,2,146558.65,13165.26,231017.85,平衡,62,2619250.04,0.055,0.076,良,20,0.54,11,11,0.92,54.01,374.38,2018.76,19.36,956.35,2901.95,720.64,2423.13,47.09,476.1,264.37,1151.44,3491.13,260.08,931.61,193.7,731.0,547.04,3137.25,822.83,377.29
U000097,55,男,成都,律师,大专,已婚,16796.23,1232.79,7522.35,25551.370000000003,23858.19,0.07,72851.22,1289217.7,270724.5,2912116.61,4544910.029999999,3451991.51,94356.23,830402.86,168159.43,1092918.52,0.24,163681.04,26,144844.16,25077.98,1872722.87,保守,68,4467442.41,0.034,0.065,差,1,0.5,16,4,0.38,79.22,2341.36,1014.46,912.61,150.13,2422.48,1580.09,86.29,1515.27,965.8,105.0,754.96,816.48,223.21,3587.58,2336.09,1361.67,764.07,653.47,1296.28,970.92
U000098,24,男,厦门,退休人员,博士,离异,10369.24,1009.6,1645.13,13023.970000000001,8777.36,0.33,321325.73,703448.88,363551.5,403671.83,1791997.94,1561785.57,8528.69,111272.84,110410.84,230212.37,0.13,171324.84,2,0.0,23758.28,1573101.28,积极,69,3144092.39,0.049,0.067,一般,4,0.22,37,3,0.95,66.57,26.96,301.29,688.57,257.81,22.37,647.1,94.29,125.49,75.47,168.08,592.83,307.26,96.14,881.63,887.68,857.44,114.42,251.65,1760.87,620.0
